"","Culm_diameter","Culm_length","Culm_number","Grain_length","Grain_width","Grain_weight","Heading_date","Ligule_length","Leaf_length","Leaf_width","Panicle_length","Seedling_height"
"IRIS_313.10814",5,136,15,9.6,2.6,2.3,115,25,64,2,29,33
"IRIS_313.10285",4.8,80,18,9.7,2.7,2.9,93,20,45,1.4,21.2,34
"IRIS_313.10623",4,130,15,8.7,3,2.3,74,18,53,1.3,28,42
"IRIS_313.10815",5,153,16,8.3,3.3,3.1,120,18,70,1.9,37,37
"IRIS_313.10816",4,155,15,8.5,3.6,2.8,120,19,57,2,36,38
"IRIS_313.9691",4,82,7,9.7,2.6,2.3,114,10,50,1.7,23,30
"IRIS_313.9867",5,141,12,9.1,2.9,2.5,112,16,56,1.3,33,48
"IRIS_313.10938",5,149,12,8.1,2.7,2.3,143,25,73,1.6,30,19
"IRIS_313.10689",5,130,11,8.2,3.4,3.4,112,20,59,2.2,34,35
"IRIS_313.8833",5,167,14,8.2,3,2.6,143,20,71,1.5,26,24
"IRIS_313.8771",4,105,21,9.7,3.5,2.9,83,12,47,1.6,24,46
"IRIS_313.11424",4,75,7,8.1,3.4,2.4,88,16,46,1.1,23,45
"IRIS_313.11932",6,152,17,9.9,2.6,2.6,111,17,58.6,1.4,30,41
"IRIS_313.8567",8.3,137,18,8.4,2.9,2.6,115,24,68,1.3,27.6,42
"IRIS_313.11845",6,110,13,10.3,3.2,3.3,116,16,67,2.1,35,56
"IRIS_313.9091",5,107,16,8,3.1,2.2,120,23,64,1.3,23,49
"IRIS_313.10941",5,153,12,9.9,2.9,2,108,15,56,2.1,33,21
"IRIS_313.10744",4,129,13,6.9,3.2,2.3,115,19,54,1.5,30,36
"IRIS_313.10517",5,140,15,8.5,3.3,3,105,22,88,1.2,26,26
"IRIS_313.11180",5,153,18,11.4,2.8,2.7,150,21,53,1.1,25,47
"IRIS_313.9320",5,111,13,8.9,3.3,2.8,95,26,61,1.3,25,21
"IRIS_313.10944",5,152,12,8.8,3.1,1.9,134,28,67,1.5,28,26
"IRIS_313.11492",4,104,15,8.5,3.4,2.8,101,16,54,1.2,18,34
"IRIS_313.10959",5,130,10,8.9,3.1,2.8,79,16,64,1.8,24,22
"IRIS_313.10940",5,137,13,8.3,3.2,2.8,115,19,69,1.4,27,19
"IRIS_313.9936",5,137,18,7.6,2.5,1.7,141,30,58,0.8,31,64
"IRIS_313.8664",4,63,12,7.4,3.2,1.9,145,11,46,1.4,23,30
"IRIS_313.11500",5,124,23,9.9,2.9,2.8,104,16,60,1.3,23,39
"IRIS_313.8976",5,51,14,8.8,2.5,2.1,89,7,34,1,21,21
"IRIS_313.10817",5,154,12,8.5,3.3,2.7,99,26,79,2,30,40
"IRIS_313.11174",4,96,16,8.8,2.9,2.6,83,23,69,1.5,22,37
"IRIS_313.10745",5,138,12,8.7,3.3,2.6,95,13,59,2,32,41
"IRIS_313.9464",4,90,7,11.8,2.8,3.4,82,22,56,1.3,25,29
"IRIS_313.9841",4,75,21,11.4,2.6,2.8,82,23,47,0.9,26,32
"IRIS_313.11253",4,63,15,11.2,2.5,2.5,102,24,45,1.1,21,38
"IRIS_313.11118",5,133,12,8,3,1.7,170,18,48,1.4,23,54
"IRIS_313.9695",4,96,17,8.5,3.3,1.6,79,15,54,1,21,43
"IRIS_313.9944",4,133,16,8.8,3.2,2.5,99,16,44,0.9,27,60
"IRIS_313.9986",5,121,16,8,3.2,2.7,152,30,49,1.4,22,50
"IRIS_313.8409",4,142,17,8.2,2.9,2.5,98,22,52,1.1,24,46
"IRIS_313.11175",5,104,12,8.5,2.6,1.6,77,18,50,1.3,22,48
"IRIS_313.7780",4,96,25,9.9,2.4,1.9,80,24,62,1.4,27,22
"IRIS_313.9287",4,102,15,9.3,2.9,1.6,100,22,64,2.1,29,42
"IRIS_313.9120",4,110,13,8.2,3.2,2.4,96,15,53,1.3,24,52
"IRIS_313.11716",4.7,92,20,9.5,2.7,2.4,113,32,50,1.4,22,29
"IRIS_313.11233",4,80,21,10.5,3,2.9,85,22,56,1.5,28,40
"IRIS_313.10640",4,97,16,11,2.9,2.6,111,16,47,1.7,20,44
"IRIS_313.11088",4,124,14,9.6,2.3,1.4,112,18,54,1.2,26,30
"IRIS_313.8996",6.3,153,15,10.1,2.9,3.3,129,21,63.6,1.4,25.8,51
"IRIS_313.10916",7.9,137,11,8.2,2.7,2.9,148,27,58.8,1.2,24.8,48
"IRIS_313.11089",4,91,20,9.7,3,1.8,85,20,50,1.2,23,33
"IRIS_313.10838",3,68,15,6.3,3.1,2,67,12,39,1.1,17,24
"IRIS_313.9976",5,134,17,7.9,3.4,2.4,88,17,60,1.3,24,21
"IRIS_313.8822",5,149,11,9,2.7,2.7,128,18,59,1.4,27,59
"IRIS_313.11229",4,98,19,8.8,3.1,2.4,110,24,62,1.1,22,50
"IRIS_313.11230",5,149,13,8.8,3,2.2,128,20,55,1.3,24,58
"IRIS_313.11231",5,141,12,9.4,3.2,2.6,128,22,64,1.4,25,55
"IRIS_313.10715",5,146,14,8.7,3.1,2.5,102,31,69,1.7,29,41
"IRIS_313.8390",4,104,19,10.9,2.2,2,72,23,51,1.3,33,41
"IRIS_313.11372",4,133,17,10.8,2.4,2.6,94,15,43,1.2,24,43
"IRIS_313.10927",5,115,15,8.8,3.4,2.4,95,22,69,1.2,27,45
"IRIS_313.11604",4,83,19,8.9,2.6,2,84,16,41,1,23,42
"IRIS_313.11402",5,165,13,8.4,3,2.5,104,29,76,1.5,23,62
"IRIS_313.10522",5,122,15,8.2,3.3,2.1,105,23,59,1.7,30,20
"IRIS_313.9242",5,128,11,8.7,3.5,2.8,106,21,69,2.2,35,41
"IRIS_313.11906",6,140,18,9.4,2.9,2.5,107,16,76,1.6,26,44
"IRIS_313.11011",4,100,15,8.6,3,2.4,80,17,51,1.3,25,26
"IRIS_313.10987",4,106,33,8.3,3,2.5,81,18,60,1.2,26,30
"IRIS_313.10960",5,144,10,8.9,2.7,2.3,103,24,71,2,30,18
"IRIS_313.8778",5,93,15,8.7,3.4,2.9,70,8,54,1.4,24,22
"IRIS_313.9996",4,38,18,7.1,2.9,2.6,68,6,19,0.8,16,16
"IRIS_313.10000",4,72,12,8.2,3.1,2.6,84,17,37,1.4,24,30
"IRIS_313.11176",4,87,19,9,2.8,2,81,12,38,1.4,18,55
"IRIS_313.11199",5,81,16,7.5,2.6,1.6,102,14,44,1.7,20,21
"IRIS_313.10608",6,118,20,10.4,3,2.8,97,19,60,1.5,26,28
"IRIS_313.8727",4,90,19,8.8,3.3,2.7,101,17,62,1.1,20,47
"IRIS_313.11373",4,122,17,9.1,2.2,2,90,16,58,1.5,23,40
"IRIS_313.11157",4,118,16,6.1,3.2,2.1,82,18,47,1.3,20,43
"IRIS_313.10917",5,135,5,9.5,3.9,3.5,103,17,65,2.3,36,24
"IRIS_313.10560",5,105,20,8.3,3.3,2.1,98,25,56,1.1,22,28
"IRIS_313.10839",3,64,12,6.6,3.4,2,60,11,29,1.1,17,22
"IRIS_313.8739",5,113,13,9.2,2.5,2.3,108,11,59,1.4,24,32
"IRIS_313.11580",4,85,38,8.6,2.8,2.1,76,29,45,0.9,21,40
"IRIS_313.10429",5,72,20,7.1,3.3,2.4,84,19,58,1,24,16
"IRIS_313.9702",5,89,20,8.1,3.1,2.2,75,16,48,1.2,22,19
"IRIS_313.11981",4.7,67,12,7.3,3.4,2.8,79,7,34,1.2,20,22
"IRIS_313.9701",4,77,20,7.2,3.3,2.6,84,14,49,1.1,24,16
"IRIS_313.11237",4,62,11,9.1,3,2.6,80,23,53,1.2,24,35
"IRIS_313.10515",5,104,20,7.4,3.1,2.2,87,16,45,1,21,20
"IRIS_313.9706",6,107,30,7.5,3.2,2.3,71,21,52,1.3,23,18
"IRIS_313.9705",6,107,30,7.9,3.4,2.5,81,21,47,1.2,24,18
"IRIS_313.9283",5,119,19,8.2,3.1,2.4,80,15,49,1.2,24,49
"IRIS_313.8655",5,87,24,7.8,2.5,2.1,83,14,52,1.1,21,30
"IRIS_313.9081",4,81,15,7.2,3.3,2.4,87,12,39,1,19,19
"IRIS_313.10077",5,82,15,7.9,3.5,2.7,84,10,34,1.2,23,54
"IRIS_313.11181",5,161,12,9.2,3,2.5,157,21,76,1.8,20,66
"IRIS_313.11397",4,119,19,8.6,3.5,2.9,119,20,70,1.7,29,25
"IRIS_313.11521",6,92,20,8.4,3.8,3,115,16,52,1.5,20,31
"IRIS_313.11143",5,151,16,10,3.4,2.1,104,23,63,1.6,31,47
"IRIS_313.11787",5,151,16,8.9,3.7,3.2,135,20,66,1.4,26,50
"IRIS_313.11967",4,109,19,7.8,2.4,1.9,86,20,57,1.2,24,32
"IRIS_313.8781",4,94,13,7.8,2.5,1.8,115,16,50,1,28,19
"IRIS_313.10961",5,153,10,9.3,2.6,2.9,134,21,71,1.8,28,16
"IRIS_313.11548",6,141,11,8.3,3.5,2.6,138,23,70,1.8,32,43
"IRIS_313.11144",5,140,16,7.8,3,2.1,104,20,73,1.3,30,40
"IRIS_313.11549",4,142,18,9.1,3,2.2,114,19,61,1.4,27,64
"IRIS_313.8434",4,51,12,8.8,2.4,2.1,79,13,45,1.2,22,28
"IRIS_313.10949",5,139,11,7.7,3.7,2.9,93,17,68,2.2,26,19
"IRIS_313.11012",4,108,14,8.2,2.9,2.2,117,14,59,1.9,25,30
"IRIS_313.9838",3,67,16,8.4,3.3,2.9,62,13,41,1.3,18,33
"IRIS_313.10962",5,143,12,8.8,2.4,2.3,134,22,64,1.8,28,15
"IRIS_313.9539",5,97,15,9.1,2.9,2.5,83,17,59,1.8,27,24
"IRIS_313.8803",6,109,20,9.6,2.4,1.9,94,16,75,1.6,29,18
"IRIS_313.11145",5,146,14,8,3.2,2.4,104,25,61,1.8,23,34
"IRIS_313.10657",5,123,11,8.7,3.2,3,74,20,61,2.1,27,30
"IRIS_313.11081",5,166,12,10.4,3.7,3.7,119,20,75,1.8,29,49
"IRIS_313.11146",5,150,14,8.2,3.2,2.4,104,16,51,1.4,25,31
"IRIS_313.9160",5,145,13,8.8,2.6,1.9,132,26,71,1.2,30,59
"IRIS_313.11884",5,118,16,8.7,3.1,2.4,79,15,50,1.6,25,49
"IRIS_313.11872",3.7,82,18,8.4,3.4,2.7,75,14,40,1.1,22,55
"IRIS_313.11254",4,127,12,7.9,3,2.3,111,21,63,1.1,26,54
"IRIS_313.9940",4,80,18,10.2,2.7,1.8,94,21,54,1.3,24,37
"IRIS_313.10965",4,107,18,8.7,2.6,2.2,68,23,65,1.7,23,19
"IRIS_313.9506",5,110,16,7.4,3.2,2.3,88,16,50,1.1,24,45
"IRIS_313.8765",5,155,19,6.8,3,1.9,108,22,60,1,31,41
"IRIS_313.11907",7,146,7,8.9,4.1,2.7,99,13,74,2.4,27,48
"IRIS_313.10821",5,151,15,8.4,3,2.3,106,18,72,1.9,26,44
"IRIS_313.10746",5,131,12,8.8,3.7,3.3,115,17,71,1.6,33,41
"IRIS_313.10818",5,164,16,7.9,2.7,1.9,106,18,69,1.6,29,41
"IRIS_313.10819",5,165,16,7.6,3,2.3,99,19,66,2.2,30,37
"IRIS_313.10820",5,181,15,8.5,3.1,2.6,106,24,56,1.8,29,39
"IRIS_313.9005",5,150,13,10,2.8,2.8,115,24,63,1.5,27,42
"IRIS_313.10747",7.6,99,6,9.2,3.3,2.7,106,16,62.6,1.6,26.9,45
"IRIS_313.9170",4,142,13,9.3,3.8,3.6,157,19,60,1.3,27,57
"IRIS_313.9682",4,151,15,8.4,3.6,2.9,157,18,72,1,26,57
"IRIS_313.11659",6,73,6,8.2,2.9,2.6,99,23,62,1.9,23,21
"IRIS_313.10054",5,90,21,10.4,2.7,2.7,104,14,49,1.2,23,35
"IRIS_313.10695",4,151,13,9.8,2.8,3.2,124,20,56,1.6,28,37
"IRIS_313.10502",5,94,20,7.7,2.8,1.4,80,19,42,1.2,27,20
"IRIS_313.11846",7.4,97,9,9.2,3.2,2.5,131,21,58.6,2.1,25.8,33
"IRIS_313.11376",6,97,6,9.1,3.5,3.4,98,15,45,1.7,26,40
"IRIS_313.9926",6,150,17,10.6,3,3.2,145,25,72,1.4,30,71
"IRIS_313.10433",6,94,20,8.8,2.8,2.3,105,17,71,1.3,26,20
"IRIS_313.10750",4,123,14,8.8,3.2,2.4,156,25,52,1.1,25,48
"IRIS_313.8694",6,115,20,9.1,3.3,2.7,70,12,51,1.6,30,21
"IRIS_313.9708",4,103,25,7,3.1,2.2,78,18,54,1.2,21,19
"IRIS_313.9469",6,107,20,8.6,3.4,2.8,82,18,55,1.4,25,22
"IRIS_313.10583",5,114,20,7.3,3.4,2.6,101,17,53,1.4,21,16
"IRIS_313.9048",4,102,12,7,2.9,2.1,90,12,47,1,23,42
"IRIS_313.10050",7,139,18,10.1,2.5,2.6,101,16,61,1.4,26,57
"IRIS_313.11766",5,104,15,9.6,2.8,2.8,96,22,55,1.5,23,48
"IRIS_313.11794",6.4,148,14,10.1,2.6,3.4,101,15,60,1.3,31.4,50
"IRIS_313.10051",7,129,16,8.5,4.1,3.4,96,14,57,1.7,28,44
"IRIS_313.12282",7.4,154,15,9.8,2.4,2.5,116,24,64.6,1.7,29.6,39
"IRIS_313.11318",5,133,12,10.4,3,3.1,106,19,67,1.9,20,47
"IRIS_313.11421",4,118,27,7.1,2.9,1.8,122,21,55,1.4,28,29
"IRIS_313.9188",5.7,105,13,7.6,2.7,2.3,157,23,74,1.9,24,34
"IRIS_313.11447",5,112,10,9.1,2.9,2.4,113,15,43,1.1,25,55
"IRIS_313.11069",5,136,12,7.1,3.2,2.1,62,13,63,1.2,21,29
"IRIS_313.11070",4,137,21,7.3,3,2,62,6,43,1,21,33
"IRIS_313.11507",4,75,16,10.1,3,2.9,110,15,40,1.2,27,22
"IRIS_313.11147",4,134,19,8.7,3.5,2.9,116,18,53,1.3,25,39
"IRIS_313.8754",5.7,124,16,8.5,3.4,2.8,93,12,46,1.6,26,36
"IRIS_313.10603",5,94,20,8.5,3.2,2.8,91,19,45,1,23,36
"IRIS_313.10600",6,109,20,9.4,2.8,2.3,91,24,55,1.4,28,19
"IRIS_313.11740",5,130,16,8,3.5,2.9,111,24,67,1.7,27,36
"IRIS_313.10585",4,51,15,7.5,3.4,2.4,81,12,32,0.9,18,16
"IRIS_313.10822",5,163,14,6.6,3.2,2,120,16,73,2.3,29,40
"IRIS_313.10417",4.6,83,21,8.8,2.9,3.4,87,13,40.2,1.2,22.2,33
"IRIS_313.11619",5,105,15,7.9,2.4,1.7,88,20,53,1.2,28,35
"IRIS_313.11620",5,114,15,8.8,2.7,2.6,80,21,62,1.3,22,34
"IRIS_313.8435",4,93,13,7.8,3.3,2.3,72,22,41,1.2,18,66
"IRIS_313.11621",5.3,96,25,8.1,2.5,2.2,119,20,45,1.4,24,26
"IRIS_313.11616",4,114,12,7.7,3,2.5,88,14,61,1.4,19,49
"IRIS_313.11617",5,111,20,7.9,3,2.2,84,16,53,1.5,23,47
"IRIS_313.11618",5,122,15,9.2,2.3,2,94,23,72,1.3,30,42
"IRIS_313.10287",4.8,90,29,9.4,2.7,2.6,100,14,45,1.2,27.6,31
"IRIS_313.8305",4,143,21,9.6,3.2,3.2,84,21,70,1.2,24,52
"IRIS_313.10823",5,152,14,7.6,2.9,2.2,99,19,62,1.5,27,39
"IRIS_313.11209",5,175,12,8.1,3.6,2.8,135,22,76,1.1,23,68
"IRIS_313.11461",4,110,17,9.1,3.4,2.9,88,16,36,1.2,27,54
"IRIS_313.11479",4,82,13,7.4,2,1,78,12,40,1.1,19,40
"IRIS_313.11790",5,130,20,8.2,3.5,2.8,99,21,52,1.3,25,40
"IRIS_313.11791",6,131,18,9.6,3,2.8,99,25,63,1.1,27,51
"IRIS_313.11767",6,103,16,11.3,2.5,2.5,128,27,61,1,27,51
"IRIS_313.9388",5.2,102,18,7.9,3.2,2.8,87,19,47.6,1.2,24.4,49
"IRIS_313.9745",6,129,18,10.1,3.3,3.2,93,22,64,1.3,32,44
"IRIS_313.9550",6,96,15,9.3,2.4,1.9,98,14,58,1.3,30,23
"IRIS_313.10836",4,120,14,7.9,3.2,2.4,70,26,58,1,23,63
"IRIS_313.10719",4,124,14,8,3.3,3,88,20,50,1.2,28,43
"IRIS_313.11042",5,138,16,8.4,3.4,2.7,156,26,48,0.9,30,38
"IRIS_313.9317",4,117,13,7.8,3.1,2.1,96,22,63,1.1,22,38
"IRIS_313.11792",6,129,16,8.7,4.1,3.1,96,13,61,1.7,31,42
"IRIS_313.11244",4,64,17,8.5,3,1.9,77,17,46,1.2,22,33
"IRIS_313.11374",4,98,15,10.5,2.7,2.4,78,18,52,1.1,21,34
"IRIS_313.9890",4,59,9,7.3,3.4,2.5,62,9,41,1,15,26
"IRIS_313.11511",5,107,15,9.8,3.3,3.3,100,19,51,1.1,29,30
"IRIS_313.11347",5,112,9,9,3.9,1.9,96,12,61,1.6,21,53
"IRIS_313.11345",4,121,19,8.6,3,2.4,86,19,66,1.5,22,59
"IRIS_313.11582",4,89,32,7.8,3.2,2.3,84,10,24,1.1,21,35
"IRIS_313.9611",5,97,13,8.5,2.6,1.8,86,21,53,1.4,22,50
"IRIS_313.9187",6,143,8,9.5,3.7,3.6,98,19,76,1.9,30,33
"IRIS_313.9519",6,121,10,9.1,3.3,3,80,16,60,1.3,24,19
"IRIS_313.10421",6.7,138,12,8.5,3,3.4,123,16,52.4,1.3,24.8,49
"IRIS_313.10422",7.2,142,14,10,2.6,3.7,123,18,53.6,1.3,24.6,53
"IRIS_313.9372",5,103,20,7.8,3.2,2.4,90,11,35,1.1,20,19
"IRIS_313.8890",3,58,12,8.1,3,2.2,70,8,25,1,13,52
"IRIS_313.9963",4,80,23,7.6,3.6,2.6,68,8,28,0.9,18,33
"IRIS_313.9964",3,76,33,9.6,3.5,2.9,72,10,40,0.8,19,52
"IRIS_313.11536",3,86,16,9.6,3.3,3.1,65,8,33,1,17,43
"IRIS_313.9961",3,65,18,8.9,3.3,2.7,66,6,29,1.1,16,42
"IRIS_313.8732",4,88,24,10.5,2.8,3,118,25,57,1.4,27,20
"IRIS_313.9227",5,93,13,10.3,2.7,2.6,96,17,49,1.3,25,34
"IRIS_313.11610",8.3,146,11,9.7,2.6,3.2,164,28,54.4,1.1,28.2,50
"IRIS_313.11660",4,102,8,9.5,3.3,2.8,98,11,60,1.5,28,39
"IRIS_313.9184",4,81,24,8.1,3,2.7,88,19,46,1,20,35
"IRIS_313.11805",5,112,20,8.8,3.4,2.7,83,13,52,1.2,24,38
"IRIS_313.11954",5,95,21,7.9,3.1,2.3,88,16,53,1,23,57
"IRIS_313.11753",3,42,14,8.8,3,2.4,60,5,17,0.4,18,54
"IRIS_313.11522",4,97,12,7.8,3.2,2.1,76,11,50,1.5,17,41
"IRIS_313.8622",6,140,20,8.3,2.9,2.9,116,19,85,1.3,28,27
"IRIS_313.11101",5,109,11,8.6,3,2.1,120,19,63,1.5,25,39
"IRIS_313.10171",3,61,18,8.9,3.1,2.9,92,12,29,1.1,20,30
"IRIS_313.11611",4,127,13,8.8,2.5,2.4,100,21,78,1.6,30,38
"IRIS_313.11885",6,111,15,8.3,2.9,2.2,76,14,45,1.2,22,50
"IRIS_313.9404",4,134,12,8.4,3.5,2.7,67,17,42,1,24,39
"IRIS_313.11955",6,101,22,7.7,3,2.4,88,14,52,1.4,26,67
"IRIS_313.10840",4,82,12,6.6,3.3,2.4,60,15,40,1.2,22,24
"IRIS_313.11148",5,120,11,8,3.3,2.8,125,21,67,1.3,29,37
"IRIS_313.8697",5,128,13,9.6,3.1,2.8,104,19,59,1.5,28,50
"IRIS_313.11735",5,106,23,8.2,2.9,2.4,100,19,51,1.1,23,38
"IRIS_313.11584",4,92,22,8.4,3.6,2.6,82,13,42,1.3,20,32
"IRIS_313.10423",5.6,105,12,8.6,2.9,3.4,87,28,51.6,1.4,25,37
"IRIS_313.11149",5,144,15,10.3,2.8,3.2,116,29,80,1.5,26,33
"IRIS_313.9891",2,63,12,7.3,3.3,2.5,60,11,36,1.3,20,26
"IRIS_313.9253",4,62,22,7.5,3.2,2.3,65,9,28,1.2,21,36
"IRIS_313.10078",4,66,14,9.1,3.8,3.3,78,10,27,1.2,18,49
"IRIS_313.11910",5,100,23,8.8,3.1,2.7,80,29,44,0.8,21,50
"IRIS_313.11911",6,109,20,8.4,3.1,2.5,84,16,40,1.4,16,49
"IRIS_313.11438",4,123,17,9.9,2.5,2.7,104,19,58,1,29,46
"IRIS_313.10753",4,48,21,8.5,3,2.6,88,10,33,1,19,38
"IRIS_313.11107",5,122,12,8.8,3.4,2.5,77,16,59,1.6,26,29
"IRIS_313.11210",4,124,16,8.6,3.4,2.5,79,20,47,1,25,61
"IRIS_313.11150",5,144,13,9.7,3.4,3.1,116,28,76,1.6,31,43
"IRIS_313.11813",5,131,17,9.8,2.7,2.1,108,25,55,1.1,23,51
"IRIS_313.11968",4,59,15,7.9,3.1,2.3,78,18,43,1.2,22,25
"IRIS_313.11453",4,96,17,8.1,2.4,1.7,88,18,50,1.5,26,42
"IRIS_313.11035",4,118,19,10,2.1,1.2,84,25,61,1.3,21,35
"IRIS_313.11528",5,155,21,9.6,3,2.6,138,38,73,1.8,23,33
"IRIS_313.11725",3,56,16,7.7,3.4,2.8,69,10,31,1,16,23
